# GrantSpotter — every value the shipped seed corpus has ever carried, by digest.
#
# One line per (program, field, exact bytes):
#   <sha256>\t<programId>\t<path>\t<first date the corpus carried these bytes>
#
# This file is what lets a shipped data correction reach a deployment that was seeded before
# the correction existed WITHOUT overwriting anything a human changed: a field is rewritten
# only when the value it holds today hashes to a line below, which proves the bytes are ours.
# It records digests, never text — restating the sentences we are correcting would ship them
# twice. See packages/server/src/seed/shippedValues.ts and corrections.ts.
#
# GENERATED. Re-run `npm run seed:shipped-values` after ANY edit to data/seed/*.json; the file
# is a union and never forgets a digest. shippedValues.test.ts fails if you forget.
1e6bb9a8175ae7d3d1eef3e2e5c3dc408451b22bb60b07e4a0ab93d7121b8fd5	amsat-no-grants-program	amount.amountRaw	2026-08-04
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	amsat-no-grants-program	amount.amountRaw	2026-08-13
903ea500e7ccf842c1312b6c2f964e3e98ff146456cecec717e9a0e122bf735f	amsat-no-grants-program	amount.awardCountRaw	2026-08-04
4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	amsat-no-grants-program	constraints	2026-08-04
bd5ce413fd11bbee03b85b7440451e29ea28bb0d7ce50c198172f97c955bcace	amsat-no-grants-program	deadline.note	2026-08-04
4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	amsat-no-grants-program	fundingRestrictions	2026-08-04
efcdea8f1412dc0084c76e6b3647b8d30c05ffee748d6551fee9157b26ee3caa	amsat-no-grants-program	rawOtherText	2026-08-04
dc0384ee36772e837826b01ba3652597439b7626485fd75f993cf0cc816d0cf3	amsat-no-grants-program	rawOtherText	2026-08-13
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	amsat-no-grants-program	rawOtherText	2026-08-13
61c1d51bb45ab9ba4660a14f83af036821e94ff33ab02784131543dd83968345	amsat-no-grants-program	summary	2026-08-04
2c0cac08dd6f2e79da3d6c818a7b7e9b62c3d5f52d0ed17fab2f85bc338c7983	amsat-no-grants-program	summary	2026-08-13
3bd52c5f528dc7a9188a9a9880490c66967060aa3b386e9260fa32a002d2a5bb	ardc-grants	aiPolicy.quote	2026-08-04
7ecd53d4d279edb3c7f93093583826f558491bd7293988199e3a202e578c76a9	ardc-grants	amount.amountRaw	2026-08-04
